[2019/10/09-00:00:00.049] [info] [exa.bee.BeeJob 6] [legacy]	Rotating additional logs
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee]	runtime stopping...
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee server
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee /GL
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee /beegistry/mpllnx4032.mpl.michelin.com-cvdefault/master
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee /log4e/mpllnx4032.mpl.michelin.com-cvdefault/master
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee dynamicData
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee profiler
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee exascript
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee /mami/fetch
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee /mami/crawl
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee /mami/deploy
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Pre-Stopping public bee /directory
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee server
[2019/10/09-08:58:51.300] [info] [exa.bee.BeeJob 7] [bee.server]	server: stop
[2019/10/09-08:58:51.301] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee /GL
[2019/10/09-08:58:51.301] [info] [exa.bee.BeeJob 7] [globallog.server]	Syncing global logs generation 7
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee /beegistry/mpllnx4032.mpl.michelin.com-cvdefault/master
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee /log4e/mpllnx4032.mpl.michelin.com-cvdefault/master
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee dynamicData
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee profiler
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee exascript
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee /mami/fetch
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee /mami/crawl
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee /mami/deploy
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Stopping public bee /directory
[2019/10/09-08:58:51.309] [info] [exa.bee.BeeJob 7] [bee.directory]	Directory stopped
[2019/10/09-08:58:51.309] [info] [main] [legacy]	Bye
[2019/10/09-08:58:51.410] [info] [exa.bee.BeeJob 8] [bee]	Process stopped
[2019/10/09-08:58:51.410] [info] [exa.bee.BeeJob 8] [bee]	----------------------------------------------------------
[2019/10/09-09:08:00] Setting buddy size to 19
[2019/10/09-09:08:00] Setting object allocator size to 19
[2019/10/09-09:08:00.948] [info] [main] [bee]	----------------------------------------------------------
[2019/10/09-09:08:00.948] [info] [main] [bee]	Process 24288 starting on mpllnx4032.mpl.michelin.com (10.216.104.82) as user dpmugbl0 with version V6R2019x.R2.99035
[2019/10/09-09:08:00.948] [info] [main] [bee]	 [args: exa --key processName master --key hostname mpllnx4032.mpl.michelin.com --key installName cvdefault --key id 321308616 --ppid 24245 --configuration config:///version.xml --configuration config:///mercury.xml ; directory: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/run/master ; architecture: amd64-linux ; kernel: "Linux version 3.10.0-1062.1.2.el7.x86_64 (mockbuild@x86-vm-27.build.eng.bos.redhat.com) (gcc version 4.8.5 20150623 (Red Hat 4.8.5-39) (GCC) ) #1 SMP Mon Sep 16 14:19:51 EDT 2019"]
[2019/10/09-09:08:00.989] [info] [main] [bee.log4e]	Reconfiguring Log4E
[2019/10/09-09:08:00.989] [info] [main] [legacy]	l4e: set logdir to /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/run/master
[2019/10/09-09:08:01.004] [info] [main] [globallog.server]	Initializing log entries FS store
[2019/10/09-09:08:01.013] [info] [main] [bee.directory]	Starting on config version 13
[2019/10/09-09:08:01.013] [info] [main] [bee.directory]	no schemas to load
[2019/10/09-09:08:01.024] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.dictionary.helper.DictionaryServiceFLISHelper)
[2019/10/09-09:08:01.025] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.indexing.analysis.helper.AnalyzerTesterServiceFLISHelper)
[2019/10/09-09:08:01.026] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.indexing.index.helper.IndexBuilderServiceFLISHelper)
[2019/10/09-09:08:01.026] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.indexing.index.helper.BuildGroupManagerServiceFLISHelper)
[2019/10/09-09:08:01.026] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.dictionary.build.helper.DictionaryBuilderServiceFLISHelper)
[2019/10/09-09:08:01.026] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.indexing.realtime.helper.RealTimeAlertingMatchingServiceFLISHelper)
[2019/10/09-09:08:01.028] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.indexing.consolidation.helper.ConsolidationServerFLISHelper)
[2019/10/09-09:08:01.029] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.reporting.helper.SQLiteConfiguredServerFLISHelper)
[2019/10/09-09:08:01.029] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.indexing.realtime.helper.RealTimeAlertingHandlerServiceFLISHelper)
[2019/10/09-09:08:01.032] [info] [main] [legacy]	Mounting Java-only FLIS service (no Exa helper class: com.exalead.cloudview.indexing.index.helper.IndexClientServiceFLISHelper)
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service /directory
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service /mami/deploy
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service /mami/crawl
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service /mami/fetch
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service exascript
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service profiler
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service dynamicData
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service /log4e/mpllnx4032.mpl.michelin.com-cvdefault/master
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service /beegistry/mpllnx4032.mpl.michelin.com-cvdefault/master
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting service /GL
[2019/10/09-09:08:01.033] [info] [main] [bee.directory]	Starting server hosting services
[2019/10/09-09:08:01.033] [info] [main] [bee.server]	Start server on http://0.0.0.0:16004 (local pool=true - backlog= 1500)
[2019/10/09-09:08:01.098] [info] [main] [bee.directory]	Services started
