[2019/10/09-00:00:00.039] [info] [1209650365@jtp-default-6] [exa.log.rotation]	Rotating additional logs
[2019/10/09-00:10:00.001] [info] [DefaultQuartzScheduler_Worker-4] [exa.scheduling]	Triggering scheduled generation of static application report job for application 'null'
[2019/10/09-00:10:00.351] [info] [1657697023@jtp-gateway-1] [reporting.manager]	Generating static application report
[2019/10/09-00:10:00.353] [info] [564908963@jtp-default-1] [exa.reporting.sqlite.server]	rotating collection: queries
[2019/10/09-00:10:00.378] [info] [564908963@jtp-default-1] [exa.reporting.sqlite.server]	rotating collection: opendocs
[2019/10/09-00:10:00.388] [info] [pool-1-thread-1] [reporting.manager]	Generating static report for application undefined_appid
[2019/10/09-00:10:00.395] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Add internal group staticreport_undefined_appid
[2019/10/09-00:10:00.398] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Add an internal resource undefined_appid in group staticreport_undefined_appid
[2019/10/09-00:10:00.442] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Comitting prepared version of resource: undefined_appid
[2019/10/09-00:10:00.444] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Publishing group staticreport_undefined_appid
[2019/10/09-00:10:00.444] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Building resource undefined_appid
[2019/10/09-00:10:00.448] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Resource undefined_appid (version 0) successfully compiled
[2019/10/09-00:10:00.448] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Will publish to: resourceshare.urls.gateway.gateway -> http://mpllnx4032.mpl.michelin.com:16008/
[2019/10/09-00:10:00.450] [info] [603184615@jtp-resourceshare-14] [datashare]	share: Started datashare session on staticreport_undefined_appid
[2019/10/09-00:10:00.451] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Publishing undefined_appid...
[2019/10/09-00:10:00.472] [info] [1881631801@jtp-resourceshare-13] [exa.io.datashare]	share: Switching DataShare to version 1
[2019/10/09-00:10:00.472] [info] [1881631801@jtp-resourceshare-13] [datashare]	share: Committed datashare session
[2019/10/09-00:10:00.473] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	staticreport_undefined_appid sucessfully published
[2019/10/09-00:10:00.476] [info] [pool-1-thread-1] [reporting.manager]	Generating static report for application default
[2019/10/09-00:10:00.478] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Add internal group staticreport_default
[2019/10/09-00:10:00.481] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Add an internal resource default in group staticreport_default
[2019/10/09-00:10:00.508] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Comitting prepared version of resource: default
[2019/10/09-00:10:00.510] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Publishing group staticreport_default
[2019/10/09-00:10:00.510] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Building resource default
[2019/10/09-00:10:00.511] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Resource default (version 0) successfully compiled
[2019/10/09-00:10:00.511] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Will publish to: resourceshare.urls.gateway.gateway -> http://mpllnx4032.mpl.michelin.com:16008/
[2019/10/09-00:10:00.512] [info] [1881631801@jtp-resourceshare-13] [datashare]	share: Started datashare session on staticreport_default
[2019/10/09-00:10:00.515] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	Publishing default...
[2019/10/09-00:10:00.537] [info] [1881631801@jtp-resourceshare-13] [exa.io.datashare]	share: Switching DataShare to version 1
[2019/10/09-00:10:00.537] [info] [1881631801@jtp-resourceshare-13] [datashare]	share: Committed datashare session
[2019/10/09-00:10:00.537] [info] [858890188@jtp-resourcemanager-7] [resourcemanager]	staticreport_default sucessfully published
[2019/10/09-08:58:51.298] [info] [564908963@jtp-default-1] [bee.runtime]	Exiting on StopRuntime request
[2019/10/09-08:58:51.301] [info] [shutdown-23539] [jaxb]	JAXB cache contains :SGLoader@null__com.exalead.mercury.mami.resources.v10 (creation=71ms, hits=1974)
[2019/10/09-08:58:51.301] [info] [shutdown-23539] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.mercury.mami.resources.v10 (creation=1117ms, hits=20)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :SGLoader@null__com.exalead.mercury.mami.command.v10 (creation=30ms, hits=2)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.mercury.mami.convert.v10 (creation=26ms, hits=1)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :SGLoader@null__com.exalead.mercury.mami.search.v20 (creation=347ms, hits=3)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.indexing.analysis.v10 (creation=272ms, hits=1)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.mercury.mami.indexing.v10:com.exalead.indexing.analysis.v10 (creation=310ms, hits=1)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :SGLoader@null__com.exalead.mercury.mami.master.v10 (creation=286ms, hits=1761)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.mercury.mami.search.v20 (creation=430ms, hits=2)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :SGLoader@null__exa.bee (creation=75ms, hits=17276)
[2019/10/09-08:58:51.302] [info] [shutdown-23539] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.mercury.mami.master.v10 (creation=172ms, hits=481)
[2019/10/09-08:58:52.304] [info] [shutdown-23539] [bee.directory]	Stopping server 'default': HTTP server
[2019/10/09-08:58:52.325] [info] [shutdown-23539] [org.eclipse.jetty.server.AbstractConnector]	Stopped 16005@75d61b62{HTTP/1.1,[http/1.1]}{0.0.0.0:16005}
[2019/10/09-08:58:52.332] [info] [shutdown-23539] [org.eclipse.jetty.server.handler.ContextHandler]	Stopped o.e.j.s.ServletContextHandler@255482cb{/,resource:/exa/bee/net/http2/htdocs,UNAVAILABLE}
[2019/10/09-08:58:52.335] [info] [shutdown-23539] [org.eclipse.jetty.server.session]	node0 Stopped scavenging
[2019/10/09-08:58:52.440] [info] [shutdown-23539] [bee.directory]	Stopping server 'default': service 'services.rta-handler'
[2019/10/09-08:58:52.440] [info] [shutdown-23539] [bee.directory]	Stopping server 'default': service 'services.reporting.sqlite'
[2019/10/09-08:58:52.445] [info] [shutdown-23539] [bee.directory]	Stopping server 'gateway': HTTP server
[2019/10/09-08:58:52.447] [info] [shutdown-23539] [org.eclipse.jetty.server.AbstractConnector]	Stopped 16011@2835b3d1{HTTP/1.1,[http/1.1]}{0.0.0.0:16011}
[2019/10/09-08:58:52.451] [info] [shutdown-23539] [org.eclipse.jetty.server.handler.ContextHandler]	Stopped o.e.j.w.WebAppContext@3ece1e79{/360-admin-service,null,UNAVAILABLE,@16011}{/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/gateway/gateway_16011/360-admin-service}
[2019/10/09-08:58:52.451] [info] [shutdown-23539] [org.eclipse.jetty.server.handler.ContextHandler]	Stopped o.e.j.s.ServletContextHandler@1023150a{/,null,UNAVAILABLE}
[2019/10/09-08:58:52.452] [info] [shutdown-23539] [org.eclipse.jetty.server.session]	node0 Stopped scavenging
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [bee.directory]	Stopping server 'gateway': service 'mami.master'
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [bee.directory]	Stopping server 'gateway': service 'mami.consolidation'
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [bee.directory]	Stopping server 'gateway': service 'mami.indexingha'
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [bee.directory]	Stopping server 'gateway': service 'mami.indexing'
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [bee.directory]	Stopping server 'gateway': service 'mami.alerting'
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [alerting.execution]	Stopping alerting executor
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [bee.directory]	Stopping server 'gateway': service 'reportingmanager'
[2019/10/09-08:58:52.553] [info] [shutdown-23539] [bee.directory]	Stopping server 'hostagent': HTTP server
[2019/10/09-08:58:52.557] [info] [shutdown-23539] [org.eclipse.jetty.server.AbstractConnector]	Stopped 16031@1bd0b0e5{HTTP/1.1,[http/1.1]}{0.0.0.0:16031}
[2019/10/09-08:58:52.557] [info] [shutdown-23539] [org.eclipse.jetty.server.handler.ContextHandler]	Stopped o.e.j.s.ServletContextHandler@f2ce6b{/,resource:/exa/bee/net/http2/htdocs,UNAVAILABLE}
[2019/10/09-08:58:52.557] [info] [shutdown-23539] [org.eclipse.jetty.server.session]	node0 Stopped scavenging
[2019/10/09-08:58:52.658] [info] [shutdown-23539] [bee.directory]	Stopping server 'startables_0': service 'jrdsagent'
[2019/10/09-08:58:52.659] [info] [shutdown-23539] [bee.directory]	Stopping server 'startables_0': service 'services.loggingMasterHandler'
[2019/10/09-08:58:52.659] [info] [shutdown-23539] [bee.directory]	Stopping server 'startables_0': service 'scheduler'
[2019/10/09-08:58:52.659] [info] [shutdown-23539] [com.exalead.mercury.scheduler.SchedulerHandler]	Stopping the scheduler
[2019/10/09-08:58:52.659] [info] [shutdown-23539] [org.quartz.core.QuartzScheduler]	Scheduler DefaultQuartzScheduler_$_NON_CLUSTERED shutting down.
