[2019/10/27-00:00:00.062] [info] [1713763600@jtp-default-180] [exa.log.rotation]	Rotating additional logs
[2019/10/27-00:00:00.062] [info] [Compacter-sxibg0-164842] [compacter]	Starting full compaction task  [minGen='1', maxGen='21447']
[2019/10/27-00:00:00.107] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[1/43] Compacted attribute group '1' for gen0=1 gen1=21447 in 34.420ms
[2019/10/27-00:00:00.120] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[2/43] Compacted attribute group '2' for gen0=1 gen1=21447 in 8.699ms
[2019/10/27-00:00:00.121] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'text' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
[2019/10/27-00:00:00.145] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[3/43] Compacted field 'text' for gen0=1 gen1=21447 in 24.032ms
[2019/10/27-00:00:00.146] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'categories' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
[2019/10/27-00:00:00.157] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[4/43] Compacted field 'categories' for gen0=1 gen1=21447 in 10.603ms
[2019/10/27-00:00:00.157] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[5/43] Compaction of field 'security' for gen0=1 gen1=21447 skipped: nothing to compact
[2019/10/27-00:00:00.157] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'textbw' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
[2019/10/27-00:00:00.168] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[6/43] Compacted field 'textbw' for gen0=1 gen1=21447 in 10.542ms
[2019/10/27-00:00:00.169] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'graph' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
[2019/10/27-00:00:00.174] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[7/43] Compacted field 'graph' for gen0=1 gen1=21447 in 5.407ms
[2019/10/27-00:00:00.174] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[8/43] Compaction of field 'cfgdicoid' for gen0=1 gen1=21447 skipped: nothing to compact
[2019/10/27-00:00:00.176] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'tenantvalue' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
[2019/10/27-00:00:00.182] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[9/43] Compacted field 'tenantvalue' for gen0=1 gen1=21447 in 5.941ms
[2019/10/27-00:00:00.182] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'hashforassemblythumbnail' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
[2019/10/27-00:00:00.184] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[10/43] Compacted field 'hashforassemblythumbnail' for gen0=1 gen1=21447 in 1.803ms
[2019/10/27-00:00:00.185] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'mxov' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
[2019/10/27-00:00:00.187] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	[11/43] Compacted field 'mxov' for gen0=1 gen1=21447 in 1.933ms
[2019/10/27-00:00:00.187] [info] [Compacter-sxibg0-164842] [compacter.slice.0]	Compacting field 'mxphid' for gen0=1 gen1=21447 didMin=1, didMax=182, didAddMax=182
